Entity ID,Client URL,Business Name,Phone,Rate,Services,About Main Title,About Header 1,About Description 1,About Header 2,About Description 2,About Header 3,About Description 3,About Header 4,About Description 4,About Header 5,About Description 5
605,http://www.seniorlifestyle.com/property/sheridan-mason/,The Sheridan at Mason, 513-466-8400 ,"$3,950 /month",embrace™ Memory Care | Assisted Living | ,The Sheridan at Mason,Reach New Heights at The Sheridan at Mason," Welcome to The Sheridan at Mason, the new, modern approach to senior living and care. In our Mason community we provide Assisted Living and Memory Care in Mason, OH with best-in-class care customized to meet the needs of each of our residents. The Sheridan at Mason is located conveniently near Deerfield Towne Center and is easily accessible to families from the Mason Montgomery Road and Interstate 71. Our beautiful community is in proximity to Cincinnati long-time favorite restaurants and shopping. Residents of The Sheridan at Mason will a enjoy a comfortable community featuring open, spacious common areas made to create a warm and inviting experience in our Ohio senior community. We would love for you to visit us with your loved ones to see our community for yourself.",A Community Designed Just For You," The Sheridan at Mason is composed of 68 assisted living units and 33 memory care units. Our residents will enjoy several common areas including a bar, bistro and grand parlor. Mason residents will also benefit from the most innovative healthcare programs in senior living. Each day can be a new adventure for residents of The Sheridan at Mason. From chef-prepared meals with friends in our elegant dining room to games in the living rooms, our community is for you to explore! Outside our Ohio retirement community you will find beautifully landscaped outdoor spaces for a walk with friends and loved ones.",Care That’s Always There,,"The Sheridan at Mason residents and residents’ families receive valuable peace of mind knowing that professional service staff are available 24 hours a day to ensure real-time status updates, should your loved one need immediate help."," Prior to moving in, we speak with you and your physician to find just the right level of assistance that will allow you to enjoy your independence to the fullest. Together, we will compose an Individual Service Plan (ISP) to guide us in assisting you. We are here to help with medication reminders, special diet plans, shower assistance, dressing assistance, incontinence, and more as needed. The mission of our Ohio senior community at The Sheridan at Mason is to provide a lifestyle that fosters independence, actively engages the mind, invigorates the body and nurtures the spirit while offering you and your loved ones the peace of mind you deserve.",Worry-Free Lifestyle with a Simple Lease," We care about not only the physical and emotional well-being of our residents, but their financial health as well. That’s why our assisted living in Mason, OH offers our residents all the perks of country club living without the expensive buy-in—just a simple lease. The Sheridan at Mason features 101 apartment homes with a variety of distinctive floor plans to choose from. Amenities and floor plans are described in the menu along the left sidebar. Are you on the list?"
207,http://www.seniorlifestyle.com/property/senior-suites-of-ravenswood-manor/,Senior Suites of Ravenswood Manor, 773-509-9333 ,$741 to $952 /month,Independent Living | ,Senior Suites of Ravenswood Manor,Live the Good Life at Senior Suites of Ravenswood Manor," Beginning in 1998, Senior Suites of Ravenswood Manor offers a beautiful community for seniors age 62 or better. Our affordable, high-quality apartment homes feature a number of amenities for safety, comfort, and entertainment, and the care from our dedicated staff is unmatched. Located among the many attractions of Chicago, Senior Suites of Ravenswood Manor offers the best value in the area.",Designed with you in mind," Senior Suites of Ravenswood Manor allows residents to maintain an active lifestyle with the ease of maintenance-free living, security, and wellness programs. We also offer on-site parking, secured entry systems, complimentary laundry rooms with washers and dryers, and grocery shopping transportation. Your comfort and convenience is always our top priority.",Care that’s always there," Prior to moving in we speak with you and your family to showcase all the advantages at Senior Suites that will allow you to enjoy your independence to the fullest. These include our emergency pull cord system as well as our daily up and about check-in service. Our mission is to provide a lifestyle that fosters independence, actively engages the mind, invigorates the body and nurtures the spirit while offering you and your loved ones the peace of mind you deserve.",Worry-free lifestyle with just a simple lease," While some communities insist on new residents putting down huge, non-refundable payments up-front, we like to do things a little differently. We care about not only the physical and emotional well being of our residents, but their financial health as well. That’s why we offer our residents all the perks and ease of apartment living without the expensive buy-in—just a simple lease. Residents must financially qualify for the community and the apartment for which they reside. Rental rates are based on availability, the specific income designation for the specific apartment, and the applicant’s income. Rate and income levels are determined and monitored by the Department of Housing and Urban Development. Our community consists of 80 studio and one-bedroom affordable senior apartment homes, with varying floor plans and amenities described below."
226,http://www.seniorlifestyle.com/property/senior-suites-of-gage-park/,Senior Suites of Gage Park, 773-434-4333 ,$741 to $952 /month,Independent Living | ,Senior Suites of Gage Park,Live the Good Life at Senior Suites of Gage Park," Beginning in 1995, Senior Suites of Gage Park offers a beautiful community for seniors age 62 or better. Our affordable, high-quality apartment homes feature a number of amenities for safety, comfort, and entertainment, and the care from our dedicated staff is unmatched. Located among the many attractions of Chicago, Senior Suites of Gage Park offers the best value in the area.",Designed with you in mind," Senior Suites of Gage Park allows residents to maintain an active lifestyle with the ease of maintenance-free living, security, and wellness programs. We also offer on-site parking, secured entry systems, complimentary laundry rooms with washers and dryers, and grocery shopping transportation. Your comfort and convenience is always our top priority.",Care that’s always there," Prior to moving in we speak with you and your family to showcase all the advantages at Senior Suites that will allow you to enjoy your independence to the fullest. These include our emergency pull cord system as well as our daily up and about check-in service. Our mission is to provide a lifestyle that fosters independence, actively engages the mind, invigorates the body and nurtures the spirit while offering you and your loved ones the peace of mind you deserve.",Worry-free lifestyle with just a simple lease," While some communities insist on new residents putting down huge, non-refundable payments up-front, we like to do things a little differently. We care about not only the physical and emotional well being of our residents, but their financial health as well. That’s why we offer our residents all the perks and ease of apartment living without the expensive buy-in—just a simple lease. Residents must financially qualify for the community and the apartment for which they reside. Rental rates are based on availability, the specific income designation for the specific apartment, and the applicant’s income. Rate and income levels are determined and monitored by the Department of Housing and Urban Development. Our community consists of 86 studio and one-bedroom affordable senior apartment homes, with varying floor plans and amenities described below."
227,http://www.seniorlifestyle.com/property/senior-suites-of-belmont-cragin/,Senior Suites of Belmont Cragin, 773-237-1333 ,$741 to $952 /month,Independent Living | ,Senior Suites of Belmont Cragin,Live It Up at Senior Suites of Belmont Cragin," Built in 1995, the Senior Suites of Belmont Cragin, a beautiful community for seniors age 62 or better. Our affordable, high-quality apartment homes feature a number of amenities for safety, comfort, and entertainment, and the care from our dedicated staff is unmatched. Located among the many attractions of Chicago, Senior Suites of Belmont Cragin offers the best value in the area.",Designed with you in mind," Senior Suites of Belmont Cragin allows residents to maintain an active lifestyle with the ease of maintenance-free living, security, and wellness programs. We also offer on-site parking, secured entry systems, complimentary laundry rooms with washers and dryers, and grocery shopping transportation. Your comfort and convenience is always our top priority.",Care that’s always there," Prior to moving in we speak with you and your family to showcase all the advantages at Senior Suites that will allow you to enjoy your independence to the fullest. These include our emergency pull cord system as well as our daily up and about check-in service. Our mission is to provide a lifestyle that fosters independence, actively engages the mind, invigorates the body and nurtures the spirit while offering you and your loved ones the peace of mind you deserve.",Worry-free lifestyle with just a simple lease," While some communities insist on new residents putting down huge, non-refundable payments up-front, we like to do things a little differently. We care about not only the physical and emotional well being of our residents, but their financial health as well. That’s why we offer our residents all the perks and ease of apartment living without the expensive buy-in—just a simple lease. Residents must financially qualify for the community and the apartment for which they reside. Rental rates are based on availability, the specific income designation for the specific apartment, and the applicant’s income. Rate and income levels are determined and monitored by the Department of Housing and Urban Development. Our community consists of 86 studio and one-bedroom affordable senior apartment homes, with varying floor plans and amenities described below."
228,http://www.seniorlifestyle.com/property/senior-suites-of-south-shore/,Senior Suites of South Shore, 773-324-2333 ,$741 to $952 /month,Independent Living | ,Senior Suites of South Shore,Live the Good Life at Senior Suites of South Shore," Beginning in 1996, Senior Suites of South Shore offers a beautiful community for seniors age 62 or better. Our affordable, high-quality apartment homes feature a number of amenities for safety, comfort, and entertainment, and the care from our dedicated staff is unmatched. Located among the many attractions of Chicago, Senior Suites of South Shore offers the best value in the area.",Designed with you in mind," Senior Suites of South Shore allows residents to maintain an active lifestyle with the ease of maintenance-free living, security, and wellness programs. We also offer on-site parking, secured entry systems, complimentary laundry rooms with washers and dryers, and grocery shopping transportation. Your comfort and convenience is always our top priority.",Care that’s always there," Prior to moving in we speak with you and your family to showcase all the advantages at Senior Suites that will allow you to enjoy your independence to the fullest. These include our emergency pull cord system as well as our daily up and about check-in service. Our mission is to provide a lifestyle that fosters independence, actively engages the mind, invigorates the body and nurtures the spirit while offering you and your loved ones the peace of mind you deserve.",Worry-free lifestyle with just a simple lease," While some communities insist on new residents putting down huge, non-refundable payments up-front, we like to do things a little differently. We care about not only the physical and emotional well being of our residents, but their financial health as well. That’s why we offer our residents all the perks and ease of apartment living without the expensive buy-in—just a simple lease. Residents must financially qualify for the community and the apartment for which they reside. Rental rates are based on availability, the specific income designation for the specific apartment, and the applicant’s income. Rate and income levels are determined and monitored by the Department of Housing and Urban Development. Our community consists of 96 studio and one-bedroom affordable senior apartment homes, with varying floor plans and amenities described below."
229,http://www.seniorlifestyle.com/property/senior-suites-of-austin/,Senior Suites of Austin, 773-378-0333 ,$741 to $952 /month,Independent Living | ,Senior Suites of Austin,Live the Good Life at Senior Suites of Austin," Built in 1998, the Senior Suites of Austin is a beautiful community for seniors age 62 or better. Our affordable, high-quality apartment homes feature a number of amenities for safety, comfort, and entertainment, and the care from our dedicated staff is unmatched. Located among the many attractions of Chicago, Senior Suites of Austin offers the best value in the area.",Designed with you in mind," Senior Suites of Austin allows residents to maintain an active lifestyle with the ease of maintenance-free living, security, and wellness programs. We also offer on-site parking, secured entry systems, complimentary laundry rooms with washers and dryers, and grocery shopping transportation. Your comfort and convenience is always our top priority.",Care that’s always there," Prior to moving in we speak with you and your family to showcase all the advantages at Senior Suites that will allow you to enjoy your independence to the fullest. These include our emergency pull cord system as well as our daily up and about check-in service. Our mission is to provide a lifestyle that fosters independence, actively engages the mind, invigorates the body and nurtures the spirit while offering you and your loved ones the peace of mind you deserve.",Worry-free lifestyle with just a simple lease," While some communities insist on new residents putting down huge, non-refundable payments up-front, we like to do things a little differently. We care about not only the physical and emotional well being of our residents, but their financial health as well. That’s why we offer our residents all the perks and ease of apartment living without the expensive buy-in—just a simple lease. Residents must financially qualify for the community and the apartment for which they reside. Rental rates are based on availability, the specific income designation for the specific apartment, and the applicant’s income. Rate and income levels are determined and monitored by the Department of Housing and Urban Development. Our community consists of 84 studio and one-bedroom affordable senior apartment homes, with varying floor plans and amenities described below."
230,http://www.seniorlifestyle.com/property/senior-suites-of-central-station/,Senior Suites of Central Station, 312-913-9333 ,$741 to $952 /month,Independent Living | ,Senior Suites of Central Station,Live the Good Life at Senior Suites of Central Station," Built in 1996, Senior Suites of Central Station, a beautiful community for seniors age 62 or better. Our affordable, high-quality apartment homes feature a number of amenities for safety, comfort, and entertainment, and the care from our dedicated staff is unmatched. Located among the many attractions of Chicago, Senior Suites of Central Station offers the best value in the area.",Designed with you in mind," Senior Suites of Central Station allows residents to maintain an active lifestyle with the ease of maintenance-free living, security, and wellness programs. We also offer on-site parking, secured entry systems, complimentary laundry rooms with washers and dryers, and grocery shopping transportation. Your comfort and convenience is always our top priority.",Care that’s always there," Prior to moving in we speak with you and your family to showcase all the advantages at Senior Suites that will allow you to enjoy your independence to the fullest. These include our emergency pull cord system as well as our daily up and about check-in service. Our mission is to provide a lifestyle that fosters independence, actively engages the mind, invigorates the body and nurtures the spirit while offering you and your loved ones the peace of mind you deserve.",Worry-free lifestyle with just a simple lease," While some communities insist on new residents putting down huge, non-refundable payments up-front, we like to do things a little differently. We care about not only the physical and emotional well being of our residents, but their financial health as well. That’s why we offer our residents all the perks and ease of apartment living without the expensive buy-in—just a simple lease. Residents must financially qualify for the community and the apartment for which they reside. Rental rates are based on availability, the specific income designation for the specific apartment, and the applicant’s income. Rate and income levels are determined and monitored by the Department of Housing and Urban Development. Our community consists of 96 studio and one-bedroom affordable senior apartment homes, with varying floor plans and amenities described below."
231,http://www.seniorlifestyle.com/property/senior-suites-of-garfield-ridge/,Senior Suites of Garfield Ridge, 773-229-1533 ,$741 to $952 /month,Independent Living | ,Senior Suites of Garfield Ridge,Live the Good Life at Senior Suites of Garfield Ridge," Welcome to the Senior Suites of Garfield Ridge, a beautiful community for seniors age 62 or better. Our affordable, high-quality apartment homes feature a number of amenities for safety, comfort, and entertainment, and the care from our dedicated staff is unmatched. Located among the many attractions of Chicago, Senior Suites of Garfield Ridge offers the best value in the area.",Designed with you in mind," Senior Suites of Garfield Ridge allows residents to maintain an active lifestyle with the ease of maintenance-free living, security, and wellness programs. We also offer on-site parking, secured entry systems, complimentary laundry rooms with washers and dryers, and grocery shopping transportation. Your comfort and convenience is always our top priority.",Care that’s always there," Prior to moving in we speak with you and your family to showcase all the advantages at Senior Suites that will allow you to enjoy your independence to the fullest. These include our emergency pull cord system as well as our daily up and about check-in service. Our mission is to provide a lifestyle that fosters independence, actively engages the mind, invigorates the body and nurtures the spirit while offering you and your loved ones the peace of mind you deserve.",Worry-free lifestyle with just a simple lease," While some communities insist on new residents putting down huge, non-refundable payments up-front, we like to do things a little differently. We care about not only the physical and emotional well being of our residents, but their financial health as well. That’s why we offer our residents all the perks and ease of apartment living without the expensive buy-in—just a simple lease. Residents must financially qualify for the community and the apartment for which they reside. Rental rates are based on availability, the specific income designation for the specific apartment, and the applicant’s income. Rate and income levels are determined and monitored by the Department of Housing and Urban Development. Our community consists of 87 studio and one-bedroom affordable senior apartment homes, with varying floor plans and amenities described below."
232,http://www.seniorlifestyle.com/property/senior-suites-of-washington-heights/,Senior Suites of Washington Heights, 773-233-1333 ,$741 to $952 /month,Independent Living | ,Senior Suites of Washington Heights,Live the Good Life at Senior Suites of Washington Heights," Built in 2000, Senior Suites of Washington Heights is a beautiful community for seniors age 62 or better. Our affordable, high-quality apartment homes feature a number of amenities for safety, comfort, and entertainment, and the care from our dedicated staff is unmatched. Located among the many attractions of Chicago, Senior Suites of Washington Heights offers the best value in the area.",Designed with you in mind," Senior Suites of Washington Heights allows residents to maintain an active lifestyle with the ease of maintenance-free living, security, and wellness programs. We also offer on-site parking, secured entry systems, complimentary laundry rooms with washers and dryers, and grocery shopping transportation. Your comfort and convenience is always our top priority.",Care that’s always there," Prior to moving in we speak with you and your family to showcase all the advantages at Senior Suites that will allow you to enjoy your independence to the fullest. These include our emergency pull cord system as well as our daily up and about check-in service. Our mission is to provide a lifestyle that fosters independence, actively engages the mind, invigorates the body and nurtures the spirit while offering you and your loved ones the peace of mind you deserve.",Worry-free lifestyle with just a simple lease," While some communities insist on new residents putting down huge, non-refundable payments up-front, we like to do things a little differently. We care about not only the physical and emotional well being of our residents, but their financial health as well. That’s why we offer our residents all the perks and ease of apartment living without the expensive buy-in—just a simple lease. Residents must financially qualify for the community and the apartment for which they reside. Rental rates are based on availability, the specific income designation for the specific apartment, and the applicant’s income. Rate and income levels are determined and monitored by the Department of Housing and Urban Development. Our community consists of 85 studio and one-bedroom affordable senior apartment homes, with varying floor plans and amenities described below."
233,http://www.seniorlifestyle.com/property/senior-suites-of-hegewisch/,Senior Suites of Hegewisch, 773-646-1333 ,$741 to $952 /month,Independent Living | ,Senior Suites of Hegewisch,Live the Good Life at Senior Suites of Hegewisch," Built in 2001, Senior Suites of Hegewisch is a beautiful community for seniors age 62 or better. Our affordable, high-quality apartment homes feature a number of amenities for safety, comfort, and entertainment, and the care from our dedicated staff is unmatched. Located among the many attractions of Chicago, Senior Suites of Hegewisch offers the best value in the area.",Designed with you in mind," Senior Suites of Hegewisch allows residents to maintain an active lifestyle with the ease of maintenance-free living, security, and wellness programs. We also offer on-site parking, secured entry systems, complimentary laundry rooms with washers and dryers, and grocery shopping transportation. Your comfort and convenience is always our top priority.",Care that’s always there," Prior to moving in we speak with you and your family to showcase all the advantages at Senior Suites that will allow you to enjoy your independence to the fullest. These include our emergency pull cord system as well as our daily up and about check-in service. Our mission is to provide a lifestyle that fosters independence, actively engages the mind, invigorates the body and nurtures the spirit while offering you and your loved ones the peace of mind you deserve.",Worry-free lifestyle with just a simple lease," While some communities insist on new residents putting down huge, non-refundable payments up-front, we like to do things a little differently. We care about not only the physical and emotional well being of our residents, but their financial health as well. That’s why we offer our residents all the perks and ease of apartment living without the expensive buy-in—just a simple lease. Residents must financially qualify for the community and the apartment for which they reside. Rental rates are based on availability, the specific income designation for the specific apartment, and the applicant’s income. Rate and income levels are determined and monitored by the Department of Housing and Urban Development. Our community consists of 84 studio and one-bedroom affordable senior apartment homes, with varying floor plans and amenities described below."
234,http://www.seniorlifestyle.com/property/senior-suites-of-jefferson-park/,Senior Suites of Jefferson Park, 773-775-7333 ,$741 to $952 /month,Independent Living | ,Senior Suites of Jefferson Park,Live the Good Life at Senior Suites of Jefferson Park," Beginning in 2003, Senior Suites of Jefferson Park, a beautiful community for seniors age 62 or better. Our affordable, high-quality apartment homes feature a number of amenities for safety, comfort, and entertainment, and the care from our dedicated staff is unmatched. Located among the many attractions of Chicago, Senior Suites of Jefferson Park offers the best value in the area.",Designed with you in mind," Senior Suites of Jefferson Park allows residents to maintain an active lifestyle with the ease of maintenance-free living, security, and wellness programs. We also offer on-site parking, secured entry systems, complimentary laundry rooms with washers and dryers, and grocery shopping transportation. Your comfort and convenience is always our top priority.",Care that’s always there," Prior to moving in we speak with you and your family to showcase all the advantages at Senior Suites that will allow you to enjoy your independence to the fullest. These include our emergency pull cord system as well as our daily up and about check-in service. Our mission is to provide a lifestyle that fosters independence, actively engages the mind, invigorates the body and nurtures the spirit while offering you and your loved ones the peace of mind you deserve.",Worry-free lifestyle with just a simple lease," While some communities insist on new residents putting down huge, non-refundable payments up-front, we like to do things a little differently. We care about not only the physical and emotional well being of our residents, but their financial health as well. That’s why we offer our residents all the perks and ease of apartment living without the expensive buy-in—just a simple lease. Residents must financially qualify for the community and the apartment for which they reside. Rental rates are based on availability, the specific income designation for the specific apartment, and the applicant’s income. Rate and income levels are determined and monitored by the Department of Housing and Urban Development. Our community consists of 81 studio and one-bedroom affordable senior apartment homes, with varying floor plans and amenities described below."
